"hospital","year","variable","value"
"norton hsp/kosair chdrn hsp/norton med pav",2004,"licensed_acute_beds",895
"norton southwest hospital",2004,"licensed_acute_beds",127
"norton suburban hospital",2004,"licensed_acute_beds",343
"our lady of bellefonte hospital",2004,"licensed_acute_beds",174
"owensboro medical health sy stem",2004,"licensed_acute_beds",415
"parkway regional hospital",2004,"licensed_acute_beds",50
"pattie a clay regional medical ctr",2004,"licensed_acute_beds",105
"paul b hall regional medical center",2004,"licensed_acute_beds",72
"pikeville medical center",2004,"licensed_acute_beds",221
"pineville community hospital",2004,"licensed_acute_beds",120
"regional medical center of hopkins co",2004,"licensed_acute_beds",348
"ridge behavioral health sy stem",2004,"licensed_acute_beds",0
"rivendell behavioral health services",2004,"licensed_acute_beds",0
"river valley behavioral health",2004,"licensed_acute_beds",0
"rockcastle hospital",2004,"licensed_acute_beds",26
"russell county  hospital",2004,"licensed_acute_beds",45
"saint joseph east",2004,"licensed_acute_beds",143
"saint joseph hospital",2004,"licensed_acute_beds",446
"samaritan hospital",2004,"licensed_acute_beds",230
"shriners hosp for children",2004,"licensed_acute_beds",50
"spring view hospital",2004,"licensed_acute_beds",65
"st claire medical center",2004,"licensed_acute_beds",119
"st elizabeth medical center north",2004,"licensed_acute_beds",193
"st elizabeth medical center south",2004,"licensed_acute_beds",318
"st luke hospital east",2004,"licensed_acute_beds",251
"st luke hospital west",2004,"licensed_acute_beds",139
"t j samson community hospital",2004,"licensed_acute_beds",165
"taylor county  hospital",2004,"licensed_acute_beds",90
"ten broeck dupont",2004,"licensed_acute_beds",0
"ten broeck hospital",2004,"licensed_acute_beds",0
"the medical center at bowling green",2004,"licensed_acute_beds",266
"the medical center at scottsville",2004,"licensed_acute_beds",47
"three rivers medical center",2004,"licensed_acute_beds",71
"twin lakes regional medical center",2004,"licensed_acute_beds",75
"university of kentucky hospital",2004,"licensed_acute_beds",456
"university of louisville hospital",2004,"licensed_acute_beds",364
"wayne county  hospital inc",2004,"licensed_acute_beds",30
"western baptist hospital",2004,"licensed_acute_beds",349
"western state hospital",2004,"licensed_acute_beds",0
"whitesburg arh hospital",2004,"licensed_acute_beds",90
"williamson arh hospital",2004,"licensed_acute_beds",113
"baptist hospital east",2005,"licensed_acute_beds",356
"baptist hospital northeast",2005,"licensed_acute_beds",90
"baptist regional medical center",2005,"licensed_acute_beds",146
"berea hospital",2005,"licensed_acute_beds",48
"bourbon community hospital",2005,"licensed_acute_beds",33
"caritas medical center",2005,"licensed_acute_beds",298
"caritas peace center",2005,"licensed_acute_beds",0
"central baptist hospital",2005,"licensed_acute_beds",371
"central state hospital",2005,"licensed_acute_beds",0
"clark regional medical center",2005,"licensed_acute_beds",75
"clinton county  hospital inc",2005,"licensed_acute_beds",42
"crittenden county hospital",2005,"licensed_acute_beds",48
"eastern state hospital",2005,"licensed_acute_beds",0
"ephraim mcdowell reg medical ctr",2005,"licensed_acute_beds",124
"fhc cumberland hall",2005,"licensed_acute_beds",0
"flaget memorial hospital",2005,"licensed_acute_beds",40
"fleming county hospital",2005,"licensed_acute_beds",52
"frankfort regional medical center",2005,"licensed_acute_beds",173
"georgetown community hospital",2005,"licensed_acute_beds",75
"greenview regional hospital",2005,"licensed_acute_beds",211
"hardin memorial hospital",2005,"licensed_acute_beds",270
"harlan arh hospital",2005,"licensed_acute_beds",130
"harrison memorial hospital",2005,"licensed_acute_beds",61
"hazard arh regional medical center",2005,"licensed_acute_beds",188
"highlands regional medical center",2005,"licensed_acute_beds",154
"jackson purchase medical center",2005,"licensed_acute_beds",107
"jennie stuart medical center inc",2005,"licensed_acute_beds",194
"jewish hospital",2005,"licensed_acute_beds",412
"jewish hospital shelbyville",2005,"licensed_acute_beds",70
"kentucky  river medical center",2005,"licensed_acute_beds",55
"kentucky correctional psychiatric ctr",2005,"licensed_acute_beds",0
"kings daughters medical center",2005,"licensed_acute_beds",321
"lake cumberland regional hospital",2005,"licensed_acute_beds",186
"lincoln trail behavioral health system",2005,"licensed_acute_beds",0
"logan memorial hospital",2005,"licensed_acute_beds",92
"lourdes hospital",2005,"licensed_acute_beds",286
"mary  chiles hospital",2005,"licensed_acute_beds",56
"marymount medical center",2005,"licensed_acute_beds",89
"mcdowell arh hospital",2005,"licensed_acute_beds",50
"meadowview regional medical center",2005,"licensed_acute_beds",101
"memorial hospital inc",2005,"licensed_acute_beds",63
"methodist hospital",2005,"licensed_acute_beds",184
"middlesboro arh hospital",2005,"licensed_acute_beds",96
"monroe county medical center",2005,"licensed_acute_beds",49
"muhlenberg community hospital",2005,"licensed_acute_beds",90
"murray calloway  county hospital",2005,"licensed_acute_beds",140
"northkey community care intensive services",2005,"licensed_acute_beds",0
"norton audubon hospital",2005,"licensed_acute_beds",432
"norton hsp/kosair chdrn hsp/norton pav",2005,"licensed_acute_beds",895
"norton southwest hospital",2005,"licensed_acute_beds",127
"norton suburban hospital",2005,"licensed_acute_beds",343
"our lady of bellefonte hospital",2005,"licensed_acute_beds",174
"owensboro medical health sy stem",2005,"licensed_acute_beds",415
"parkway regional hospital",2005,"licensed_acute_beds",50
"pattie a clay regional medical ctr",2005,"licensed_acute_beds",105
"paul b hall regional medical center",2005,"licensed_acute_beds",72
"pikeville medical center",2005,"licensed_acute_beds",221
"pineville community hospital",2005,"licensed_acute_beds",120
"regional medical center of hopkins co",2005,"licensed_acute_beds",348
"ridge behavioral health sy stem",2005,"licensed_acute_beds",0
"rivendell behavioral health services",2005,"licensed_acute_beds",0
"river valley behavioral health",2005,"licensed_acute_beds",0
"rockcastle hospital",2005,"licensed_acute_beds",26
"saint joseph east",2005,"licensed_acute_beds",136
"saint joseph hospital",2005,"licensed_acute_beds",446
"samaritan hospital",2005,"licensed_acute_beds",230
"shriners hosp for children",2005,"licensed_acute_beds",50
"spring view hospital",2005,"licensed_acute_beds",75
"st claire medical center",2005,"licensed_acute_beds",119
"st elizabeth medical center north",2005,"licensed_acute_beds",193
"st elizabeth medical center south",2005,"licensed_acute_beds",318
"st luke hospital east",2005,"licensed_acute_beds",251
"st luke hospital west",2005,"licensed_acute_beds",139
"t j samson community hospital",2005,"licensed_acute_beds",165
"taylor regional hospital",2005,"licensed_acute_beds",90
"ten broeck dupont",2005,"licensed_acute_beds",0
"ten broeck hospital",2005,"licensed_acute_beds",0
"the medical center at bowling green",2005,"licensed_acute_beds",294
"three rivers medical center",2005,"licensed_acute_beds",71
"twin lakes regional medical center",2005,"licensed_acute_beds",75
"university of kentucky hospital",2005,"licensed_acute_beds",456
"university of louisville hospital",2005,"licensed_acute_beds",364
"western baptist hospital",2005,"licensed_acute_beds",349
"western state hospital",2005,"licensed_acute_beds",0
"westlake regional hospital",2005,"licensed_acute_beds",49
"whitesburg arh hospital",2005,"licensed_acute_beds",90
"williamson arh hospital",2005,"licensed_acute_beds",113
"baptist hospital east",2006,"licensed_acute_beds",356
"baptist hospital northeast",2006,"licensed_acute_beds",90
"baptist regional medical center",2006,"licensed_acute_beds",162
"bourbon community hospital",2006,"licensed_acute_beds",33
"central baptist hospital",2006,"licensed_acute_beds",371
"central state hospital",2006,"licensed_acute_beds",0
"clark regional medical center",2006,"licensed_acute_beds",75
"clinton county  hospital",2006,"licensed_acute_beds",42
"crittenden county  hospital",2006,"licensed_acute_beds",48
"eastern state hospital",2006,"licensed_acute_beds",0
"ephraim mcdowell reg medical ctr",2006,"licensed_acute_beds",124
"fhc cumberland hall",2006,"licensed_acute_beds",0
"flaget memorial hospital",2006,"licensed_acute_beds",40
"fleming county hospital",2006,"licensed_acute_beds",52
"frankfort regional medical center",2006,"licensed_acute_beds",173
"georgetown community  hospital",2006,"licensed_acute_beds",75
"greenview regional hospital",2006,"licensed_acute_beds",211
"hardin memorial hospital",2006,"licensed_acute_beds",270
"harlan arh hospital",2006,"licensed_acute_beds",130
"harrison memorial hospital",2006,"licensed_acute_beds",61
"hazard arh regional medical center",2006,"licensed_acute_beds",188
"highlands regional medical center",2006,"licensed_acute_beds",154
"jackson purchase medical center",2006,"licensed_acute_beds",107
"jennie stuart medical center",2006,"licensed_acute_beds",194
"jewish hospital",2006,"licensed_acute_beds",412
"jewish hospital shelbyville",2006,"licensed_acute_beds",70
"kentucky correctional psychiatric ctr",2006,"licensed_acute_beds",0
"kentucky river medical center",2006,"licensed_acute_beds",55
"kings daughters medical center",2006,"licensed_acute_beds",321
"lake cumberland regional hospital",2006,"licensed_acute_beds",186
"lincoln trail behavioral health sy stem",2006,"licensed_acute_beds",0
"logan memorial hospital",2006,"licensed_acute_beds",92
"lourdes hospital",2006,"licensed_acute_beds",286
"mary  chiles hospital",2006,"licensed_acute_beds",56
"mary mount medical center",2006,"licensed_acute_beds",89
"meadowview regional medical center",2006,"licensed_acute_beds",101
"memorial hospital",2006,"licensed_acute_beds",63
"methodist hospital",2006,"licensed_acute_beds",184
"middlesboro arh hospital",2006,"licensed_acute_beds",96
"monroe county medical center",2006,"licensed_acute_beds",49
"muhlenberg community hospital",2006,"licensed_acute_beds",90
"murray calloway county hospital",2006,"licensed_acute_beds",140
"northkey community care",2006,"licensed_acute_beds",0
"norton audubon hospital",2006,"licensed_acute_beds",432
"norton hsp/kosair chdrn hsp/norton",2006,"licensed_acute_beds",889
"norton southwest hospital",2006,"licensed_acute_beds",127
"norton suburban hospital",2006,"licensed_acute_beds",343
"our lady of bellefonte hospital",2006,"licensed_acute_beds",174
"our lady of peace",2006,"licensed_acute_beds",0
"owensboro medical health system",2006,"licensed_acute_beds",415
"parkway regional hospital",2006,"licensed_acute_beds",50
"pattie a clay  regional medical ctr",2006,"licensed_acute_beds",105
"paul b hall regional medical center",2006,"licensed_acute_beds",72
"pikeville medical center",2006,"licensed_acute_beds",221
"pineville community hospital",2006,"licensed_acute_beds",120
"regional medical center of hopkins co",2006,"licensed_acute_beds",348
"ridge behavioral health system",2006,"licensed_acute_beds",0
"rivendell behavioral health services",2006,"licensed_acute_beds",0
"river valley behavioral health",2006,"licensed_acute_beds",0
"rockcastle hospital",2006,"licensed_acute_beds",26
"saint joseph east",2006,"licensed_acute_beds",136
"saint joseph hospital",2006,"licensed_acute_beds",446
"saints mary and elizabeth hospital",2006,"licensed_acute_beds",298
"samaritan hospital",2006,"licensed_acute_beds",230
"shriners hosp for children",2006,"licensed_acute_beds",50
"spring view hospital",2006,"licensed_acute_beds",75
"st claire medical center",2006,"licensed_acute_beds",119
"st elizabeth medical center north",2006,"licensed_acute_beds",85
"st elizabeth medical center south",2006,"licensed_acute_beds",436
"st luke hospital east",2006,"licensed_acute_beds",251
"st luke hospital west",2006,"licensed_acute_beds",139
"t j samson community hospital",2006,"licensed_acute_beds",165
"taylor regional hospital",2006,"licensed_acute_beds",90
"ten broeck dupont",2006,"licensed_acute_beds",0
"ten broeck hospital",2006,"licensed_acute_beds",0
"the medical center at bowling green",2006,"licensed_acute_beds",266
"three rivers medical center",2006,"licensed_acute_beds",71
"twin lakes regional medical center",2006,"licensed_acute_beds",75
"university of kentucky hospital",2006,"licensed_acute_beds",456
"university of louisville hospital",2006,"licensed_acute_beds",364
"western baptist hospital",2006,"licensed_acute_beds",349
"western state hospital",2006,"licensed_acute_beds",0
"westlake regional hospital",2006,"licensed_acute_beds",49
"whitesburg arh hospital",2006,"licensed_acute_beds",90
"williamson arh hospital",2006,"licensed_acute_beds",113
"baptist hospital east",2007,"licensed_acute_beds",356
"baptist hospital northeast",2007,"licensed_acute_beds",90
"baptist regional medical center",2007,"licensed_acute_beds",162
"bourbon community hospital",2007,"licensed_acute_beds",33
"central baptist hospital",2007,"licensed_acute_beds",371
"central state hospital",2007,"licensed_acute_beds",0
"clark regional medical center",2007,"licensed_acute_beds",75
"clinton county hospital",2007,"licensed_acute_beds",42
"crittenden county hospital",2007,"licensed_acute_beds",48
"cumberland hall",2007,"licensed_acute_beds",0
"eastern state hospital",2007,"licensed_acute_beds",0
"ephraim mcdowell reg medical ctr",2007,"licensed_acute_beds",124
"flaget memorial hospital",2007,"licensed_acute_beds",40
"fleming county hospital",2007,"licensed_acute_beds",52
"frankfort regional medical center",2007,"licensed_acute_beds",173
"georgetown community hospital",2007,"licensed_acute_beds",75
"greenview regional hospital",2007,"licensed_acute_beds",211
"hardin memorial hospital",2007,"licensed_acute_beds",270
"harlan arh hospital",2007,"licensed_acute_beds",130
"harrison memorial hospital",2007,"licensed_acute_beds",61
"hazard arh regional medical center",2007,"licensed_acute_beds",188
